종목코드 , 회사명, 배당기록 
076610, 해성옵틱스,2012년:- 2013년:- 2014년:- 2015년:100 
064800, 필링크,2012년:30 2013년:30 2014년:50 2015년:- 
138070, 신진에스엠,2012년:190 2013년:100 2014년:110 2015년:100 
006730, 서부T&D,2011년:- 2012년:50 2013년:50 2014년:50 
003220, 대원제약,2012년:50 2013년:75 2014년:150 2015년:200 
007820, 에스엠코어,2012년:50 2013년:60 2014년:70 2015년:100 
056190, 에스에프에이,2012년:1000 2013년:1015 2014년:652 2015년:402 
027410, BGF리테일,2012년:2500 2013년:400 2014년:600 2015년:1200 
121800, 티브이로직,2012년:100 2013년:- 2014년:- 2015년:- 
062860, 티엘아이,2012년:- 2013년:- 2014년:100 2015년:100 
003460, 유화증권,2013년:600 2014년:600 2014년:450 2015년:700 
001040, CJ,2012년:650 2013년:950 2014년:950 2015년:1350 
073110, 엘엠에스,2012년:50 2013년:50 2014년:50 2015년:105 
002310, 아세아제지,2011년:300 2012년:600 2013년:400 2014년:450 
005820, 원림,2012년:400 2013년:500 2014년:350 2015년:250 
072020, 중앙백신,2012년:50 2013년:50 2014년:50 2015년:50 
036570, 엔씨소프트,2012년:600 2013년:600 2014년:3430 2015년:2747 
106240, 파인테크닉스,2012년:25 2013년:- 2014년:- 2015년:25 
035000, 지투알,2012년:200 2013년:200 2014년:200 2015년:200 
200670, 휴메딕스,2012년:- 2013년:- 2014년:- 2015년:300 
059210, 메타바이오메드,2012년:15 2013년:15 2014년:10 2015년:10 
016710, 대성홀딩스,2012년:250 2013년:250 2014년:250 2015년:250 
223310, 이에스브이,-년:- 2013년:- 2014년:- 2015년:100 
057030, 와이비엠넷,2012년:250 2013년:210 2014년:210 2015년:210 
017800, 현대엘리베이,2011년:500 2012년:- 2013년:- 2014년:- 
041910, 에스텍파마,2012년:75 2013년:50 2014년:50 2015년:50 
001470, 삼부토건,2012년:- 2013년:- 2014년:- 2015년:- 
021080, 에이티넘인베스트,2012년:- 2013년:25 2014년:25 2015년:70 
001230, 동국제강,2012년:500 2013년:150 2014년:- 2015년:- 
003650, 미창석유,2012년:2300 2013년:1900 2014년:1800 2015년:2100 
178920, SKC코오롱PI,2012년:6000 2013년:6600 2014년:- 2015년:110 
002320, 한진,2012년:400 2013년:250 2014년:400 2015년:400 
000140, 하이트진로홀딩스,2012년:350 2013년:350 2014년:450 2015년:200 
024110, 기업은행,2012년:400 2013년:330 2014년:430 2015년:450 
111820, 처음앤씨,2012년:210 2013년:260 2014년:200 2015년:- 
001210, 금호전기,2011년:450 2012년:100 2013년:100 2014년:- 
002300, 한국제지,2012년:450 2013년:450 2014년:350 2015년:450 
046140, SBS콘텐츠허브,2012년:150 2013년:250 2014년:250 2015년:150 
005810, 풍산홀딩스,2012년:1000 2013년:1000 2014년:1200 2015년:1200 
161000, 애경유화,2012년:500 2013년:1500 2014년:1900 2015년:1900 
108670, LG하우시스,2012년:1000 2013년:1800 2014년:1800 2015년:1800 
015860, 일진홀딩스,2012년:30 2013년:50 2014년:70 2015년:70 
035250, 강원랜드,2012년:755 2013년:730 2014년:850 2015년:980 
014530, 극동유화,2012년:700 2013년:800 2014년:700 2015년:1000 
050860, 아세아텍,2013년:50 2014년:50 2015년:50 2016년:75 
039610, 화성,2013년:- 2014년:- 2015년:- 2016년:400 
138250, 엔에스쇼핑,-년:- 2011년:500 2013년:13980 2014년:1000 
138490, 코오롱플라스틱,2012년:50 2013년:- 2014년:50 2015년:75 
084010, 대한제강,2012년:200 2013년:100 2014년:100 2015년:250 
086670, 비엠티,2012년:100 2013년:100 2014년:100 2015년:100 
009180, 한솔로지스틱스,2012년:20 2013년:20 2014년:20 2015년:20 
002790, 아모레G,2012년:2250 2013년:2500 2014년:3250 2015년:390 
001460, BYC,2012년:850 2013년:750 2014년:800 2015년:850 
002550, KB손해보험,2013년:550 2013년:500 2014년:500 2015년:400 
004970, 신라교역,2012년:250 2013년:250 2014년:300 2015년:200 
024120, KB오토시스,2012년:120 2013년:125 2014년:180 2015년:200 
213500, 한솔제지,-년:- -년:- -년:- 2015년:500 
100700, 세운메디칼,2012년:16 2013년:20 2014년:25 2015년:25 
000370, 한화손해보험,2013년:- 2013년:- 2014년:- 2015년:70 
046110, 한일네트웍스,2011년:- 2012년:- 2013년:- 2014년:- 
047440, 레이젠,2012년:- 2013년:- 2014년:- 2015년:- 
027830, 대성창투,2012년:10 2013년:- 2014년:30 2015년:30 
048770, TPC,2012년:25 2013년:25 2014년:25 2015년:25 
067290, JW신약,2012년:25 2013년:25 2014년:30 2015년:50 
077970, STX엔진,2011년:250 2012년:- 2013년:- 2014년:- 
104040, 대성파인텍,2012년:110 2013년:110 2014년:110 2015년:120 
015890, 태경산업,2012년:150 2013년:150 2014년:150 2015년:180 
121850, 코이즈,2012년:150 2013년:- 2014년:- 2015년:- 
032190, 다우데이타,2012년:50 2013년:70 2014년:110 2015년:100 
001250, GS글로벌,2012년:125 2013년:125 2014년:125 2015년:- 
003670, 포스코켐텍,2012년:1500 2013년:1500 2014년:1750 2015년:200 
005850, 에스엘,2012년:150 2013년:150 2014년:200 2015년:260 
002100, 경농,2012년:150 2013년:200 2014년:200 2015년:240 
114090, GKL,2012년:1217 2013년:1179 2014년:1002 2015년:831 
023000, 삼원강재,2012년:110 2013년:120 2014년:120 2015년:125 
067280, 멀티캠퍼스,2012년:200 2013년:200 2014년:250 2015년:250 
046120, 케이엔디티,2012년:100 2013년:- 2014년:- 2015년:- 
096240, 청담러닝,2012년:500 2013년:500 2014년:800 2015년:800 
109740, 디에스케이,2012년:- 2013년:50 2014년:50 2015년:100 
005830, 동부화재,2013년:1250 2013년:1000 2014년:1450 2015년:1550 
098660, 에스티오,2012년:60 2013년:30 2014년:20 2015년:50 
069460, 대호에이엘,2011년:- 2012년:- 2013년:- 2014년:- 
011280, 태림포장,2012년:25 2013년:25 2014년:30 2015년:8 
014790, 한라건설,2012년:150 2013년:- 2014년:- 2015년:- 
085370, 루트로닉,2012년:- 2013년:- 2014년:25 2015년:50 
036560, 영풍정밀,2012년:80 2013년:80 2014년:100 2015년:180 
077500, 유니퀘스트,2012년:- 2013년:- 2014년:750 2015년:200 
039830, 오로라,2012년:100 2013년:100 2014년:100 2015년:100 
011040, 경동제약,2012년:500 2013년:600 2014년:600 2015년:600 
037400, 우리조명,2011년:50 2012년:30 2013년:25 2014년:25 
121600, 나노신소재,2012년:- 2013년:- 2014년:150 2015년:150 
033050, 제이엠아이,2011년:- 2012년:- 2013년:- 2014년:20 
017810, 풀무원,2012년:1020 2013년:1020 2014년:1020 2015년:1020 
086450, 동국제약,2012년:380 2013년:280 2014년:300 2015년:300 
004990, 롯데제과,2012년:4000 2013년:4000 2014년:5200 2015년:11270 
000390, 삼화페인트,2012년:250 2013년:300 2014년:400 2015년:500 
000150, 두산,2012년:3500 2013년:3500 2014년:4000 2015년:4550 
214870, 에치디프로,2012년:- 2013년:- 2014년:- 2015년:50 
113810, 디젠스,2012년:75 2013년:- 2014년:- 2015년:25 
038390, 레드캡투어,2012년:550 2013년:600 2014년:600 2015년:600 
093320, 케이아이엔엑스,2012년:- 2013년:80 2014년:80 2015년:100 
092230, KPX홀딩스,2012년:2550 2013년:2050 2014년:2100 2015년:2100 
111870, 삼본정밀전자,2012년:250 2013년:250 2014년:300 2015년:500 
031510, 오스템,2012년:60 2013년:60 2014년:40 2015년:60 
039240, 경남스틸,2012년:250 2013년:250 2014년:300 2015년:300 
051360, 토비스,2012년:50 2013년:100 2014년:160 2015년:200 
052690, 한전기술,2012년:1932 2013년:406 2014년:575 2015년:200 
016360, 삼성증권,2013년:650 2013년:100 2014년:650 2015년:1000 
095500, 미래나노텍,2011년:60 2012년:110 2013년:- 2014년:- 
053300, 한국정보인증,2012년:- 2013년:30 2014년:30 2015년:35 
004380, 삼익THK,2012년:250 2013년:300 2014년:300 2015년:300 
082660, 크루셜엠스,2012년:- 2013년:- 2014년:- 2015년:- 
225530, 보광산업,2012년:- 2013년:- 2014년:- 2015년:- 
008500, 일정실업,2012년:1250 2013년:1250 2014년:1250 2015년:1250 
044820, 코스맥스비티아이,2012년:270 2013년:330 2014년:240 2015년:130 
009830, 한화케미칼,2012년:250 2013년:150 2014년:150 2015년:150 
080000, 에스엔유,2012년:- 2013년:- 2014년:- 2015년:- 
004140, 동방,2012년:30 2013년:10 2014년:10 2015년:10 
072870, 메가스터디,2012년:3000 2013년:2000 2014년:2200 2015년:600 
016590, 신대양제지,2011년:500 2012년:500 2013년:375 2014년:375 
037070, 파세코,2012년:100 2013년:150 2014년:150 2015년:170 
039490, 키움증권,2013년:450 2013년:350 2014년:450 2015년:700 
021960, 케이비캐피탈,2012년:590 2013년:640 2014년:450 2015년:500 
092460, 한라IMS,2012년:- 2013년:- 2014년:50 2015년:100 
039010, 현대통신,2012년:- 2013년:- 2014년:70 2015년:100 
023900, 풍국주정,2012년:125 2013년:250 2014년:250 2015년:300 
108230, 톱텍,2012년:5 2013년:150 2014년:100 2015년:150 
032850, 비트컴퓨터,2011년:60 2012년:- 2013년:- 2014년:- 
143240, 사람인에이치알,2012년:- 2013년:100 2014년:80 2015년:90 
081580, 성우전자,2012년:50 2013년:70 2014년:100 2015년:120 
192400, 쿠쿠전자,2012년:11300 2013년:12000 2014년:1500 2015년:2100 
003280, 흥아해운,2012년:7 2013년:9 2014년:9 2015년:7 
080010, 이상네트웍스,2011년:100 2012년:30 2013년:30 2014년:40 
123840, 한일진공,2012년:- 2013년:20 2014년:- 2015년:100 
147830, 제룡산업,2012년:50 2013년:50 2014년:50 2015년:70 
063570, 한국전자금융,2012년:40 2013년:50 2014년:55 2015년:70 
008730, 율촌화학,2012년:500 2013년:500 2014년:500 2015년:500 
004370, 농심,2012년:4000 2013년:4000 2014년:4000 2015년:4000 
004130, 대덕GDS,2012년:300 2013년:300 2014년:300 2015년:300 
065510, 휴비츠,2012년:150 2013년:50 2014년:100 2015년:100 
016380, 동부제철,2012년:- 2013년:- 2014년:- 2015년:- 
036190, 금화피에스시,2012년:600 2013년:900 2014년:900 2015년:900 
052670, 제일바이오,2011년:- 2012년:30 2013년:- 2014년:- 
122990, 와이솔,2012년:25 2013년:25 2014년:125 2015년:225 
141070, 맥스로텍,2012년:60 2013년:- 2014년:30 2015년:- 
096610, 알에프세미,2012년:39 2013년:55 2014년:25 2015년:41 
107590, 미원에스씨,2012년:- 2013년:- 2014년:2500 2015년:2500 
006580, 대양제지,2011년:500 2012년:500 2013년:375 2014년:250 
900090, 차이나하오란,2011년:14 2012년:10 2013년:- 2014년:- 
003070, 코오롱글로벌,2012년:- 2013년:- 2014년:- 2015년:- 
005490, POSCO,2012년:8000 2013년:8000 2014년:8000 2015년:8000 
189690, 포시에스,2013년:35 2014년:35 2015년:125 2016년:125 
187270, 신화콘텍,2012년:- 2013년:- 2014년:50 2015년:- 
134780, 화진,2012년:100 2013년:150 2014년:150 2015년:175 
026150, 특수건설,2011년:100 2012년:50 2013년:- 2014년:- 
065500, 오리엔트정공,2012년:- 2013년:- 2014년:- 2015년:- 
005250, 녹십자홀딩스,2012년:450 2013년:250 2014년:300 2015년:300 
131030, 디에이치피코리아,2012년:- 2013년:- 2014년:100 2015년:100 
067920, 이글루시큐리티,2012년:70 2013년:50 2014년:30 2015년:30 
006340, 대원전선,2011년:- 2012년:- 2013년:- 2014년:- 
005010, 휴스틸,2012년:1000 2013년:700 2014년:700 2015년:400 
214420, 토니모리,2012년:7500 2013년:10000 2014년:5000 2015년:300 
180640, 한진칼,-년:- 2013년:- 2014년:75 2015년:75 
071320, 지역난방공사,2012년:3750 2013년:2990 2014년:2110 2015년:3620 
014190, 후너스,2011년:10 2012년:- 2013년:- 2014년:- 
032830, 삼성생명,2013년:1500 2013년:850 2014년:1800 2015년:1800 
033920, 무학,2012년:53 2013년:4 2014년:4 2015년:253 
121890, 에스디시스템,2012년:- 2013년:- 2014년:100 2015년:100 
031980, 피에스케이,2012년:- 2013년:100 2014년:200 2015년:200 
018310, 삼목에스폼,2012년:50 2013년:50 2014년:100 2015년:100 
084870, 베이직하우스,2011년:- 2012년:- 2013년:50 2014년:- 
010820, 퍼스텍,2011년:- 2012년:30 2013년:25 2014년:25 
134790, 팀스,2011년:200 2012년:200 2013년:- 2014년:- 
028100, 동아지질,2012년:175 2013년:175 2014년:175 2015년:175 
004150, 한솔제지,2012년:300 2013년:300 2014년:- 2015년:- 
006570, 대림통상,2012년:100 2013년:150 2014년:150 2015년:150 
007660, 이수페타시스,2012년:90 2013년:100 2014년:80 2015년:90 
214430, 아이쓰리시스템,2012년:- 2013년:- 2014년:- 2015년:400 
035080, 인터파크홀딩스,2012년:30 2013년:30 2014년:30 2015년:30 
015230, 대창단조,2012년:1000 2013년:1000 2014년:2000 2015년:1300 
038110, 에코플라스틱,2012년:50 2013년:50 2014년:50 2015년:50 
039440, 에스티아이,2012년:- 2013년:- 2014년:70 2015년:100 
018500, 동원금속,2013년:50 2014년:50 2015년:100 2016년:100 
017890, 한국알콜,2012년:- 2013년:- 2014년:50 2015년:50 
017650, 대림제지,2012년:50 2013년:- 2014년:50 2015년:- 
900070, 글로벌에스엠,2012년:250 2013년:- 2014년:- 2015년:750 
083550, 케이엠,2012년:30 2013년:50 2014년:70 2015년:100 
083310, 엘오티베큠,2012년:10 2013년:10 2014년:15 2015년:25 
067900, 와이엔텍,2012년:- 2013년:- 2014년:- 2015년:10 
141000, 비아트론,2012년:- 2013년:- 2014년:- 2015년:100 
138080, 오이솔루션,2012년:100 2013년:150 2014년:200 2015년:100 
124500, 아이티센,2013년:190 2014년:16 2015년:47 2015년:- 
042600, 새로닉스,2012년:- 2013년:- 2014년:40 2015년:40 
123410, 코리아에프티,2012년:150 2013년:120 2014년:130 2015년:110 
004100, 태양금속,2012년:150 2013년:150 2014년:150 2015년:15 
008700, 아남전자,2011년:- 2012년:- 2013년:- 2014년:- 
007610, 선도전기,2012년:10 2013년:10 2014년:10 2015년:20 
003010, 혜인,2012년:50 2013년:50 2014년:50 2015년:30 
005430, 한국공항,2012년:500 2013년:500 2014년:500 2015년:500 
102710, 이엔에프테크놀로지,2012년:50 2013년:50 2014년:50 2015년:50 
003490, 대한항공,2011년:- 2012년:- 2013년:- 2014년:- 
040420, 정상제이엘에스,2012년:420 2013년:420 2014년:420 2015년:420 
155660, DSR,2012년:- 2013년:30 2014년:30 2015년:50 
005670, 푸드웰,2012년:150 2013년:75 2014년:75 2015년:75 
090080, 평화산업,2012년:- 2013년:50 2014년:- 2015년:50 
097950, CJ제일제당,2012년:1800 2013년:1800 2014년:2000 2015년:2500 
037270, 휘닉스컴,2012년:- 2013년:- 2014년:- 2015년:- 
014130, 한익스프레스,2012년:- 2013년:- 2014년:500 2015년:700 
052400, 코나아이,2012년:200 2013년:200 2014년:250 2015년:325 
049480, 오픈베이스,2012년:25 2013년:25 2014년:25 2015년:25 
003000, 부광약품,2012년:525 2013년:525 2014년:550 2015년:750 
008930, 한미사이언스,2012년:- 2013년:- 2014년:- 2015년:500 
041520, 이라이콤,2012년:200 2013년:200 2014년:500 2015년:700 
002390, 한독,2012년:150 2013년:200 2014년:150 2015년:100 
065710, 서호전기,2012년:100 2013년:100 2014년:300 2015년:500 
001060, JW중외제약,2012년:125 2013년:125 2014년:125 2015년:150 
003480, 한진중공업홀딩스,2011년:250 2012년:250 2013년:250 2014년:200 
002150, 도화엔지니어링,2012년:150 2013년:100 2014년:100 2015년:150 
003240, 태광산업,2012년:1750 2013년:1750 2014년:1250 2015년:1750 
131220, 대한과학,2012년:126 2013년:- 2014년:35 2015년:25 
047040, 대우건설,2011년:- 2012년:- 2013년:- 2014년:- 
214450, 파마리서치프로덕트,2012년:- 2013년:- 2014년:- 2015년:200 
016580, 환인제약,2012년:250 2013년:250 2014년:250 2015년:250 
900050, 중국원양자원,2012년:- 2013년:- 2014년:- 2015년:- 
039420, 케이엘넷,2012년:- 2013년:25 2014년:- 2015년:15 
017670, SK텔레콤,2012년:9400 2013년:9400 2014년:9400 2015년:10000 
081150, 티플랙스,2012년:20 2013년:- 2014년:20 2015년:25 
110570, 넥솔론,2012년:- 2013년:- 2014년:- 2015년:- 
060250, NHN한국사이버결제,2012년:75 2013년:75 2014년:35 2015년:120 
004360, 세방,2012년:175 2013년:150 2014년:150 2015년:175 
065940, 케이에스씨비,2012년:- 2013년:- 2014년:- 2015년:- 
003030, 세아제강,2012년:1500 2013년:1500 2014년:1500 2015년:1750 
092040, 아미코젠,2012년:- 2013년:- 2014년:120 2015년:100 
096640, 멜파스,2012년:100 2013년:- 2014년:- 2015년:- 
073540, 에프알텍,2011년:- 2012년:125 2013년:100 2014년:- 
054800, 아이디스홀딩스,2012년:50 2013년:50 2014년:100 2015년:150 
030610, 교보증권,2013년:50 2013년:- 2014년:100 2015년:150 
047050, 포스코대우,2012년:300 2013년:300 2014년:500 2015년:500 
900040, 차이나그레이트,2011년:72 2012년:- 2013년:- 2014년:- 
052860, 아이앤씨,2011년:200 2012년:- 2013년:- 2014년:- 
001080, 만호제강,2013년:150 2014년:150 2015년:150 2016년:150 
192820, 코스맥스,-년:- -년:- 2014년:500 2015년:700 
120110, 코오롱인더,2012년:900 2013년:600 2014년:500 2015년:500 
084670, 동양고속,2012년:1250 2013년:1000 2014년:1250 2015년:1750 
121440, 골프존유원홀딩스,2012년:1200 2013년:400 2014년:500 2015년:580 
123860, 아나패스,2012년:300 2013년:200 2014년:350 2015년:200 
060480, 국일신동,2012년:- 2013년:- 2014년:25 2015년:50 
102940, 코오롱생명과학,2012년:750 2013년:120 2014년:200 2015년:100 
002170, 삼양통상,2012년:750 2013년:750 2014년:750 2015년:825 
005680, 삼영전자,2012년:200 2013년:200 2014년:200 2015년:200 
004590, 한국가구,2012년:650 2013년:200 2014년:750 2015년:850 
007860, 서연,2012년:150 2013년:150 2014년:150 2015년:150 
005440, 현대그린푸드,2012년:50 2013년:50 2014년:60 2015년:60 
001940, KISCO홀딩스,2012년:900 2013년:900 2014년:900 2015년:900 
000850, 화천기공,2012년:1000 2013년:1500 2014년:1500 2015년:1500 
065130, 탑엔지니어링,2011년:- 2012년:- 2013년:- 2014년:- 
100220, 비상교육,2012년:110 2013년:130 2014년:130 2015년:200 
033530, 세종공업,2012년:130 2013년:200 2014년:150 2015년:250 
057500, SKC 솔믹스,2012년:- 2013년:- 2014년:- 2015년:- 
033780, KT&G,2012년:3200 2013년:3200 2014년:3400 2015년:3400 
030270, 가희,2012년:- 2013년:- 2014년:- 2015년:- 
075180, 새론오토모티브,2012년:180 2013년:200 2014년:200 2015년:200 
036800, 나이스정보통신,2012년:200 2013년:230 2014년:240 2015년:300 
126600, 코프라,2012년:80 2013년:100 2014년:150 2015년:150 
114630, 우노앤컴퍼니,2012년:75 2013년:50 2014년:100 2015년:100 
011500, 한농화성,2012년:90 2013년:80 2014년:90 2015년:100 
069960, 현대백화점,2012년:650 2013년:650 2014년:700 2015년:700 
045510, 정원엔시스,2011년:- 2012년:- 2013년:- 2014년:- 
080520, 오디텍,2012년:100 2013년:100 2014년:100 2015년:100 
024830, 세원물산,2012년:75 2013년:75 2014년:75 2015년:75 
021320, KCC건설,2011년:1000 2012년:500 2013년:- 2014년:250 
089590, 제주항공,2012년:- 2013년:- 2014년:- 2015년:400 
123330, 제닉,2012년:54 2013년:47 2014년:26 2015년:24 
123570, 이엠넷,2012년:90 2013년:50 2014년:40 2015년:50 
055550, 신한지주,2012년:700 2013년:650 2014년:950 2015년:1200 
033540, 파라텍,2012년:10 2013년:40 2014년:50 2015년:54 
149980, 하이로닉,2012년:25 2013년:25 2014년:- 2015년:70 
010640, 진양폴리,2011년:150 2012년:175 2013년:125 2014년:125 
006390, 현대시멘트,2012년:- 2013년:- 2014년:- 2015년:- 
035720, 카카오,2012년:1110 2013년:1133 2014년:173 2015년:167 
036810, 에프에스티,2012년:- 2013년:- 2014년:80 2015년:80 
079550, LIG넥스원,2012년:- 2013년:670 2014년:630 2015년:940 
045520, 크린앤사이언스,2011년:- 2012년:- 2013년:- 2014년:- 
080530, 코디에스,2012년:- 2013년:- 2014년:- 2015년:- 
170790, 파이오링크,2012년:- 2013년:80 2014년:60 2015년:- 
001720, 신영증권,2013년:2000 2014년:2000 2015년:2000 2016년:2200 
002810, 삼영무역,2012년:125 2013년:125 2014년:200 2015년:275 
019010, 그랜드백화점,2012년:- 2013년:- 2014년:300 2015년:300 
063170, 서울옥션,2012년:50 2013년:60 2014년:80 2015년:100 
067770, 세진티에스,2011년:50 2012년:- 2013년:- 2014년:- 
065350, 신성델타테크,2012년:50 2013년:50 2014년:50 2015년:60 
090350, 노루페인트,2012년:200 2013년:200 2014년:200 2015년:200 
064260, 다날,2012년:- 2013년:- 2014년:- 2015년:- 
024800, 유성티엔에스,2012년:10 2013년:10 2014년:10 2015년:10 
054210, 이랜텍,2012년:50 2013년:75 2014년:50 2015년:75 
054450, 텔레칩스,2012년:50 2013년:- 2014년:70 2015년:80 
030000, 제일기획,2012년:- 2013년:- 2014년:- 2015년:300 
009450, 경동나비엔,2012년:100 2013년:100 2014년:100 2015년:100 
011760, 현대상사,2012년:500 2013년:500 2014년:500 2015년:750 
013700, 까뮤이앤씨,2012년:- 2013년:- 2014년:150 2015년:150 
012610, 경인양행,2012년:50 2013년:50 2014년:50 2015년:50 
005090, 삼광글라스,2012년:750 2013년:750 2014년:750 2015년:750 
000860, 강남제비스코,2012년:450 2013년:450 2014년:500 2015년:500 
023960, 에쓰씨엔지니어링,2011년:100 2012년:50 2013년:50 2014년:- 
066670, 디스플레이텍,2012년:50 2013년:100 2014년:150 2015년:100 
063160, 종근당바이오,2012년:350 2013년:100 2014년:100 2015년:350 
053350, 이니텍,2011년:- 2012년:- 2013년:50 2014년:- 
071840, 롯데하이마트,2012년:250 2013년:250 2014년:330 2015년:430 
094940, 푸른기술,2012년:150 2013년:150 2014년:- 2015년:- 
009440, KC그린홀딩스,2012년:70 2013년:100 2014년:50 2015년:80 
010660, 화천기계,2012년:1000 2013년:1000 2014년:900 2015년:350 
009680, 모토닉,2012년:250 2013년:250 2014년:250 2015년:280 
010420, 한솔PNS,2012년:15 2013년:15 2014년:15 2015년:15 
052270, 우전앤한단,2011년:200 2012년:150 2013년:100 2014년:- 
078000, 텔코웨어,2012년:400 2013년:650 2014년:600 2015년:660 
012600, 청호컴넷,2012년:- 2013년:- 2014년:- 2015년:- 
064240, 홈캐스트,2012년:50 2013년:- 2014년:- 2015년:- 
009200, 무림페이퍼,2011년:200 2012년:- 2013년:25 2014년:- 
008110, 대동전자,2012년:100 2013년:50 2014년:- 2015년:350 
094970, 제이엠티,2011년:- 2012년:- 2013년:50 2014년:50 
017250, 인터엠,2012년:100 2013년:100 2014년:120 2015년:120 
000810, 삼성화재,2013년:3750 2013년:2750 2014년:4500 2015년:5150 
064480, 브리지텍,2012년:180 2013년:150 2014년:120 2015년:160 
089140, 넥스턴,2012년:100 2013년:100 2014년:100 2015년:60 
065570, 삼영이엔씨,2012년:210 2013년:210 2014년:210 2015년:- 
137940, 넥스트아이,2012년:50 2013년:75 2014년:50 2015년:50 
090370, 아비스타,2012년:30 2013년:- 2014년:- 2015년:- 
031310, 아이즈비전,2012년:- 2013년:50 2014년:50 2015년:55 
215360, 우리산업,-년:- -년:- -년:- 2015년:50 
032640, LG유플러스,2012년:- 2013년:150 2014년:150 2015년:250 
088290, 이원컴포텍,2011년:20 2012년:15 2013년:- 2014년:- 
071850, 캐스텍코리아,2012년:- 2013년:- 2014년:120 2015년:130 
003090, 대웅,2012년:550 2013년:500 2014년:500 2015년:500 
007690, 국도화학,2012년:1000 2013년:1000 2014년:1000 2015년:1500 
006360, GS건설,2011년:1000 2012년:250 2013년:- 2014년:- 
028150, GS홈쇼핑,2012년:3000 2013년:3500 2014년:7700 2015년:5200 
011700, 한신기계,2012년:45 2013년:35 2014년:45 2015년:45 
052260, 바이오랜드,2012년:200 2013년:200 2014년:250 2015년:250 
137950, 제이씨케미칼,2012년:40 2013년:80 2014년:- 2015년:60 
065560, 선도소프트,2012년:- 2013년:- 2014년:- 2015년:- 
007210, 벽산,2012년:130 2013년:56 2014년:68 2015년:65 
005030, 부산주공,2012년:40 2013년:- 2014년:50 2015년:- 
006120, SK케미칼,2012년:400 2013년:400 2014년:300 2015년:300 
017480, 삼현철강,2012년:125 2013년:150 2014년:150 2015년:150 
039290, 인포뱅크,2011년:30 2012년:30 2013년:- 2014년:- 
089150, 케이씨티,2012년:150 2013년:120 2014년:120 2015년:60 
090360, 로보스타,2012년:- 2013년:- 2014년:- 2015년:70 
100030, 모바일리더,2011년:- 2012년:- 2013년:170 2014년:- 
128820, 대성산업,2011년:- 2012년:- 2013년:- 2014년:- 
102210, 해덕파워웨이,2012년:- 2013년:250 2014년:200 2015년:100 
115500, 케이씨에스,2012년:100 2013년:100 2014년:140 2015년:70 
143160, 아이디스,2012년:450 2013년:350 2014년:300 2015년:300 
092300, 현우산업,2012년:50 2013년:30 2014년:30 2015년:60 
033500, 동성화인텍,2012년:- 2013년:70 2014년:130 2015년:130 
126640, 화신정공,2012년:18 2013년:20 2014년:20 2015년:20 
034830, 한국토지신탁,2012년:- 2013년:30 2014년:40 2015년:60 
072710, 농심홀딩스,2012년:2000 2013년:2000 2014년:2000 2015년:2000 
126880, 제이엔케이히터,2012년:200 2013년:100 2014년:- 2015년:100 
072950, 빛샘전자,2012년:100 2013년:100 2014년:- 2015년:200 
003080, 성보화학,2012년:1000 2013년:1500 2014년:2000 2015년:2200 
076080, 웰크론한텍,2012년:50 2013년:50 2014년:- 2015년:- 
109080, 옵티시스,2012년:20 2013년:20 2014년:50 2015년:50 
004170, 신세계,2012년:1000 2013년:1000 2014년:1150 2015년:1250 
049080, 기가레인,-년:- -년:- 2013년:50 2014년:50 
081660, 휠라코리아,2012년:250 2013년:250 2014년:250 2015년:250 
011930, 신성솔라에너지,2012년:- 2013년:- 2014년:- 2015년:- 
078020, 이베스트투자증권,2013년:70 2013년:- 2014년:73 2015년:510 
051160, 디지털오션,2012년:- 2013년:- 2014년:- 2015년:- 
117930, 한진해운,2011년:- 2012년:- 2013년:- 2014년:- 
067730, 로지시스,2012년:1500 2013년:1800 2014년:1850 2015년:60 
131180, 딜리,2012년:42 2013년:45 2014년:50 2015년:60 
020400, 대동금속,2012년:300 2013년:300 2014년:300 2015년:300 
950110, SBI액시즈,2013년:189 2014년:50 2015년:90 2016년:107 
112240, 에스에프씨,2012년:25 2013년:25 2014년:15 2015년:25 
006110, 삼아알미늄,2012년:75 2013년:75 2014년:75 2015년:55 
008770, 호텔신라,2012년:300 2013년:150 2014년:350 2015년:350 
023910, 대한약품,2012년:120 2013년:120 2014년:150 2015년:180 
101330, 모베이스,2012년:- 2013년:200 2014년:100 2015년:- 
090150, 광진윈텍,2012년:30 2013년:30 2014년:30 2015년:30 
030200, KT,2012년:2000 2013년:800 2014년:- 2015년:500 
039020, 이건창호,2012년:50 2013년:50 2014년:30 2015년:30 
160980, 싸이맥스,2012년:- 2013년:- 2014년:- 2015년:200 
149950, 아바텍,2012년:110 2013년:100 2014년:200 2015년:100 
032620, 유비케어,2012년:- 2013년:- 2014년:- 2015년:30 
070300, 솔라시아,2012년:- 2013년:20 2014년:- 2015년:20 
019210, 와이지-원,2012년:200 2013년:150 2014년:150 2015년:150 
018120, 진로발효,2012년:1000 2013년:1000 2014년:1000 2015년:1100 
054410, 케이피티,2012년:- 2013년:- 2014년:- 2015년:50 
008560, 메리츠종금증권,2013년:85 2013년:70 2014년:145 2015년:230 
192530, 광주은행,-년:- -년:- 2014년:- 2015년:200 
080580, 오킨스전자,-년:- -년:- -년:- 2014년:70 
005290, 동진쎄미켐,2012년:60 2013년:60 2014년:60 2015년:60 
