종목코드 , 회사명, 배당기록 
061040, 알에프텍,2012년:100 2013년:100 2014년:50 2015년:50 
042520, 한스바이오메드,2012년:70 2013년:100 2014년:100 2015년:100 
006200, 한국전자홀딩스,2011년:- 2012년:- 2013년:- 2014년:- 
085810, 알티캐스트,-년:- -년:- 2013년:- 2014년:150 
086900, 메디톡스,2012년:500 2013년:1000 2014년:1500 2015년:1700 
007530, 영신금속,2012년:10 2013년:30 2014년:25 2015년:40 
191420, 테고사이언스,-년:- -년:- -년:- 2014년:50 
005110, 한창,2012년:- 2013년:- 2014년:15 2015년:16 
004020, 현대제철,2012년:500 2013년:500 2014년:750 2015년:750 
007770, 한일화학,2012년:150 2013년:150 2014년:150 2015년:120 
039130, 하나투어,2012년:1000 2013년:1100 2014년:1300 2015년:1500 
030790, 동양네트웍스,2012년:- 2013년:- 2014년:- 2015년:- 
095610, 테스,2012년:- 2013년:80 2014년:160 2015년:210 
004490, 세방전지,2012년:350 2013년:300 2014년:300 2015년:350 
083640, 윈포넷,2011년:- 2012년:- 2013년:- 2014년:- 
002070, 남영비비안,2012년:250 2013년:400 2014년:200 2015년:200 
122870, 와이지엔터테인먼트,2012년:300 2013년:300 2014년:250 2015년:350 
027390, 한화갤러리아타임월드,2012년:700 2013년:1000 2014년:1000 2015년:1000 
003160, 디아이,2012년:- 2013년:- 2014년:75 2015년:50 
004250, NPC,2012년:65 2013년:70 2014년:70 2015년:75 
084730, 팅크웨어,2012년:- 2013년:- 2014년:- 2015년:- 
041440, 에버다임,2012년:170 2013년:190 2014년:150 2015년:100 
018680, 서울제약,2012년:60 2013년:50 2014년:35 2015년:25 
071670, 에이테크솔루션,2011년:100 2012년:- 2013년:- 2014년:- 
108320, 실리콘웍스,2012년:650 2013년:600 2014년:600 2015년:1000 
092130, 이크레더블,2012년:300 2013년:320 2014년:350 2015년:420 
039340, 한국경제TV,2012년:50 2013년:40 2014년:50 2015년:60 
142280, 녹십자엠에스,2009년:750 2010년:750 2011년:75 2014년:50 
000910, 유니온,2012년:60 2013년:60 2014년:70 2015년:70 
038010, 제일테크노스,2012년:100 2013년:100 2014년:800 2015년:80 
030520, 한글과컴퓨터,2012년:250 2013년:200 2014년:260 2015년:400 
129260, 인터지스,2012년:120 2013년:60 2014년:150 2015년:100 
019770, 서연탑메탈,2012년:75 2013년:75 2014년:80 2015년:40 
200130, 콜마비앤에이치,2013년:- 2013년:- 2014년:- 2015년:125 
078070, 유비쿼스,2012년:100 2013년:120 2014년:200 2015년:300 
083650, 비에이치아이,2011년:70 2012년:210 2013년:140 2014년:- 
079160, CJ CGV,2012년:350 2013년:350 2014년:350 2015년:350 
024090, 디씨엠,2012년:600 2013년:200 2014년:200 2015년:200 
010950, S-Oil,2012년:2650 2013년:1330 2014년:150 2015년:2400 
041650, 상신브레이크,2012년:130 2013년:140 2014년:160 2015년:170 
131390, 피앤이솔루션,2012년:60 2013년:- 2014년:- 2015년:- 
042500, 링네트,2012년:- 2013년:- 2014년:- 2015년:- 
029780, 삼성카드,2012년:700 2013년:700 2014년:1000 2015년:1500 
006220, 제주은행,2012년:50 2013년:100 2014년:100 2015년:100 
007310, 오뚜기,2012년:3000 2013년:3500 2014년:4000 2015년:5200 
009970, 영원무역홀딩스,2012년:500 2013년:500 2014년:500 2015년:500 
070590, 한솔인티큐브,2012년:- 2013년:30 2014년:30 2015년:30 
021820, 세원정공,2013년:100 2014년:100 2015년:100 2016년:100 
016250, 이테크건설,2012년:500 2013년:- 2014년:500 2015년:500 
018670, SK가스,2012년:1700 2013년:1750 2014년:2050 2015년:2050 
071200, 인피니트헬스케어,2012년:- 2013년:- 2014년:- 2015년:- 
227840, 현대씨앤에프,-년:- -년:- -년:- 2015년:200 
150900, 파수닷컴,2012년:50 2013년:50 2014년:50 2015년:50 
004270, 남성,2012년:250 2013년:250 2014년:250 2015년:25 
083420, KPX그린케미칼,2012년:150 2013년:150 2014년:160 2015년:160 
079170, 한창산업,2012년:150 2013년:150 2014년:120 2015년:100 
081000, 일진다이아,2012년:100 2013년:100 2014년:100 2015년:150 
123700, SJM,2012년:100 2013년:200 2014년:200 2015년:200 
064760, 티씨케이,2012년:120 2013년:35 2014년:120 2015년:240 
026040, 제이에스티나,2012년:100 2013년:125 2014년:100 2015년:100 
061250, 화일약품,2012년:100 2013년:100 2014년:100 2015년:150 
100840, S&TC,2012년:200 2013년:300 2014년:500 2015년:500 
007540, 샘표식품,2012년:300 2013년:300 2014년:300 2015년:300 
005360, 모나미,2012년:50 2013년:50 2014년:50 2015년:60 
101930, 인화정공,2012년:50 2013년:50 2014년:50 2015년:50 
008870, 금비,2012년:1200 2013년:1200 2014년:1000 2015년:1500 
100660, 서암기계공업,2012년:75 2013년:75 2014년:75 2015년:50 
093240, 에리트베이직,2012년:125 2013년:125 2014년:- 2015년:- 
018620, 우진비앤지,2012년:54 2013년:54 2014년:20 2015년:50 
122690, 서진오토모티브,2012년:50 2013년:60 2014년:60 2015년:60 
015350, 부산가스,2012년:1000 2013년:1000 2014년:500 2015년:500 
120030, 조선선재,2011년:- 2012년:- 2013년:- 2014년:- 
122450, KMH,2012년:- 2013년:- 2014년:- 2015년:- 
053620, 태양,2011년:100 2012년:100 2013년:100 2014년:- 
054950, 제이브이엠,2012년:- 2013년:- 2014년:- 2015년:- 
050110, 캠시스,2012년:- 2013년:30 2014년:- 2015년:- 
139050, 경봉,2012년:50 2013년:- 2014년:- 2015년:- 
142210, 유니트론텍,2012년:2280 2013년:9261 2014년:- 2015년:831 
170920, 엘티씨,2012년:- 2013년:150 2014년:150 2015년:150 
024070, WISCOM,2012년:300 2013년:300 2014년:250 2015년:150 
080160, 모두투어,2012년:450 2013년:500 2014년:510 2015년:390 
006400, 삼성SDI,2012년:1500 2013년:1500 2014년:1000 2015년:1000 
028670, STX팬오션,2012년:- 2013년:- 2014년:- 2015년:- 
060150, 인선이엔티,2011년:- 2012년:- 2013년:- 2014년:- 
027580, 상보,2012년:150 2013년:- 2014년:- 2015년:- 
006880, 신송홀딩스,2012년:- 2013년:- 2014년:80 2015년:80 
040300, YTN,2011년:25 2012년:10 2013년:10 2014년:10 
214320, 이노션,2012년:4000 2013년:4000 2014년:7000 2015년:900 
093230, 쉘라인,2012년:- 2013년:- 2014년:- 2015년:- 
039570, 아이콘트롤스,2012년:3000 2013년:2000 2014년:2000 2015년:250 
114810, 아이원스,-년:- -년:- 2013년:50 2014년:50 
053610, 프로텍,2012년:150 2013년:80 2014년:160 2015년:150 
085620, 미래에셋생명,2013년:- 2013년:- 2014년:100 2015년:55 
029530, 신도리코,2012년:2500 2013년:2250 2014년:1500 2015년:1200 
003120, 일성신약,2012년:300 2013년:250 2014년:500 2015년:750 
060380, 동양에스텍,2012년:100 2013년:100 2014년:100 2015년:100 
049120, 파인디앤씨,2012년:25 2013년:- 2014년:25 2015년:40 
005300, 롯데칠성,2012년:3500 2013년:3750 2014년:4900 2015년:9200 
004690, 삼천리,2012년:3000 2013년:3000 2014년:2000 2015년:2500 
079190, EMW,2012년:- 2013년:- 2014년:- 2015년:- 
002270, 롯데푸드,2012년:1250 2013년:1500 2014년:2500 2015년:4780 
004450, 삼화왕관,2012년:1150 2013년:1200 2014년:1250 2015년:1300 
002030, 아세아,2012년:1000 2013년:1000 2014년:1500 2015년:1500 
131100, 리켐,2012년:- 2013년:- 2014년:- 2015년:- 
014280, 금강공업,2012년:350 2013년:350 2014년:400 2015년:400 
030720, 동원수산,2011년:500 2012년:250 2013년:- 2014년:- 
214330, 금호에이치티,2012년:3000 2013년:3000 2014년:500 2015년:125 
096770, SK이노베이션,2012년:3200 2013년:3200 2014년:- 2015년:4800 
046070, 코다코,2012년:- 2013년:50 2014년:50 2015년:55 
030960, 양지사,2013년:50 2014년:50 2015년:50 2016년:50 
054930, 유신,2011년:- 2012년:- 2013년:- 2014년:- 
018880, 한온시스템,2012년:716 2013년:970 2014년:970 2015년:970 
237690, 에스티팜,2012년:- 2013년:9000 2014년:125 2015년:250 
145990, 삼양사,2012년:500 2013년:1000 2014년:1500 2015년:1500 
017550, 수산중공업,2012년:25 2013년:- 2014년:15 2015년:- 
083450, GST,2011년:50 2012년:50 2013년:50 2014년:70 
086960, MDS테크,2012년:270 2013년:260 2014년:270 2015년:280 
042700, 한미반도체,2012년:500 2013년:500 2014년:500 2015년:500 
123750, 알톤스포츠,2012년:100 2013년:70 2014년:100 2015년:- 
020710, 시공테크,2011년:60 2012년:50 2013년:- 2014년:40 
226320, 잇츠스킨,2012년:- 2013년:250 2014년:905 2015년:1915 
004000, 롯데정밀화학,2012년:650 2013년:300 2014년:300 2015년:500 
008600, 윌비스,2012년:- 2013년:- 2014년:20 2015년:20 
060370, KT서브마린,2012년:500 2013년:117 2014년:120 2015년:50 
061460, 한진피앤씨,2012년:- 2013년:- 2014년:- 2015년:- 
006660, 삼성공조,2012년:60 2013년:50 2014년:80 2015년:100 
091090, 세원셀론텍,2012년:- 2013년:- 2014년:- 2015년:- 
096760, JW홀딩스,2012년:25 2013년:25 2014년:25 2015년:45 
112610, 씨에스윈드,2012년:280 2013년:350 2014년:700 2015년:300 
031820, 콤텍시스템,2011년:- 2012년:30 2013년:30 2014년:- 
037370, EG,2012년:50 2013년:50 2014년:50 2015년:50 
015360, 예스코,2012년:1350 2013년:1250 2014년:1250 2015년:1250 
106190, 하이텍팜,2012년:200 2013년:250 2014년:250 2015년:150 
120240, 대정화금,2012년:300 2013년:250 2014년:250 2015년:250 
039310, 세중,2012년:100 2013년:100 2014년:100 2015년:100 
016450, 한세예스24홀딩스,2012년:80 2013년:80 2014년:100 2015년:120 
088910, 동우,2012년:- 2013년:- 2014년:- 2015년:50 
002290, 삼일기업공사,2012년:250 2013년:150 2014년:25 2015년:25 
111770, 영원무역,2012년:200 2013년:200 2014년:200 2015년:200 
024060, 흥구석유,2012년:30 2013년:30 2014년:50 2015년:80 
008830, 대동기어,2012년:250 2013년:300 2014년:300 2015년:300 
101730, 조이맥스,2011년:- 2012년:- 2013년:- 2014년:- 
007980, 태평양물산,2012년:450 2013년:37 2014년:25 2015년:20 
006650, 대한유화,2012년:- 2013년:1000 2014년:1500 2015년:3000 
006890, 태경화학,2012년:150 2013년:150 2014년:150 2015년:150 
064960, S&T모티브,2012년:500 2013년:600 2014년:800 2015년:1000 
