종목코드,회사명,배당기록
051500, CJ프레시웨이,2012 : 200  2013 : -  2014 : 200  2015 : 200  
097780, 에스맥,2012 : 75  2013 : 75  2014 : -  2015 : -  
096690, 세우테크,2012 : 50  2013 : 50  2014 : 50  2015 : -  
011090, 에넥스,2012 : -  2013 : -  2014 : 20  2015 : 30  
045060, 오공,2012 : 50  2013 : 50  2014 : 50  2015 : 50  
013030, 하이록코리아,2012 : 250  2013 : 350  2014 : 400  2015 : 400  
037440, 희림,2012 : 50  2013 : 50  2014 : -  2015 : 100  
050890, 쏠리드,2012 : 70  2013 : 100  2014 : 110  2015 : 50  
087730, 네패스신소재,2012 : 100  2013 : 100  2014 : 150  2015 : 100  
085310, 엔케이,2011 : 50  2012 : 50  2013 : -  2014 : 50  
057050, 현대홈쇼핑,2012 : 1100  2013 : 1100  2014 : 1300  2015 : 1500  
041930, 동아화성,2012 : 60  2013 : 80  2014 : 80  2015 : 60  
119500, 포메탈,2012 : 50  2013 : 40  2014 : 30  2015 : 30  
003230, 삼양식품,2012 : -  2013 : 100  2014 : 100  2015 : 50  
006740, 영풍제지,2012 : 2000  2013 : 2000  2014 : 2000  2015 : 40  
094280, 효성ITX,2012 : 25  2013 : 50  2014 : 75  2015 : 100  
049430, 코메론,2012 : 65  2013 : 50  2014 : 150  2015 : 120  
001290, 골든브릿지증권,2012 : -  2013 : -  2013 : -  2014 : -  
006980, 우성사료,2012 : 60  2013 : 50  2014 : 50  2015 : 25  
002380, KCC,2012 : 8000  2013 : 8000  2014 : 9000  2015 : 9000  
122900, 아이마켓코리아,2012 : 250  2013 : 250  2014 : 500  2015 : 500  
130580, 나이스디앤비,2012 : 59  2013 : 59  2014 : 71  2015 : 84  
093190, 빅솔론,2012 : 170  2013 : 200  2014 : 200  2015 : 400  
004560, 현대비앤지스틸,2011 : -  2012 : -  2013 : -  2014 : 100  
003470, 동양증권,2012 : -  2013 : 50  2013 : -  2014 : -  
002140, 고려산업,2012 : 150  2013 : 25  2014 : 45  2015 : 30  
069260, 휴켐스,2012 : 700  2013 : 750  2014 : 550  2015 : 500  
007810, 코리아써키트,2012 : -  2013 : 100  2014 : 100  2015 : 100  
011080, 형지I&C,2012 : -  2013 : -  2014 : 15  2015 : 15  
067080, 대화제약,2012 : 80  2013 : 100  2014 : 100  2015 : 100  
076610, 해성옵틱스,2012 : -  2013 : -  2014 : -  2015 : 100  
064800, 필링크,2012 : 30  2013 : 30  2014 : 50  2015 : -  
138070, 신진에스엠,2012 : 190  2013 : 100  2014 : 110  2015 : 100  
006730, 서부T&D,2011 : -  2012 : 50  2013 : 50  2014 : 50  
003220, 대원제약,2012 : 50  2013 : 75  2014 : 150  2015 : 200  
007820, 에스엠코어,2012 : 50  2013 : 60  2014 : 70  2015 : 100  
056190, 에스에프에이,2012 : 1000  2013 : 1015  2014 : 652  2015 : 402  
027410, BGF리테일,2012 : 2500  2013 : 400  2014 : 600  2015 : 1200  
121800, 티브이로직,2012 : 100  2013 : -  2014 : -  2015 : -  
062860, 티엘아이,2012 : -  2013 : -  2014 : 100  2015 : 100  
001040, CJ,2012 : 650  2013 : 950  2014 : 950  2015 : 1350  
003460, 유화증권,2013 : 600  2014 : 600  2014 : 450  2015 : 700  
073110, 엘엠에스,2012 : 50  2013 : 50  2014 : 50  2015 : 105  
005820, 원림,2012 : 400  2013 : 500  2014 : 350  2015 : 250  
002310, 아세아제지,2011 : 300  2012 : 600  2013 : 400  2014 : 450  
072020, 중앙백신,2012 : 50  2013 : 50  2014 : 50  2015 : 50  
036570, 엔씨소프트,2012 : 600  2013 : 600  2014 : 3430  2015 : 2747  
106240, 파인테크닉스,2012 : 25  2013 : -  2014 : -  2015 : 25  
035000, 지투알,2012 : 200  2013 : 200  2014 : 200  2015 : 200  
200670, 휴메딕스,2012 : -  2013 : -  2014 : -  2015 : 300  
059210, 메타바이오메드,2012 : 15  2013 : 15  2014 : 10  2015 : 10  
016710, 대성홀딩스,2012 : 250  2013 : 250  2014 : 250  2015 : 250  
223310, 이에스브이,- : -  2013 : -  2014 : -  2015 : 100  
057030, 와이비엠넷,2012 : 250  2013 : 210  2014 : 210  2015 : 210  
017800, 현대엘리베이,2011 : 500  2012 : -  2013 : -  2014 : -  
041910, 에스텍파마,2012 : 75  2013 : 50  2014 : 50  2015 : 50  
001470, 삼부토건,2012 : -  2013 : -  2014 : -  2015 : -  
021080, 에이티넘인베스트,2012 : -  2013 : 25  2014 : 25  2015 : 70  
001230, 동국제강,2012 : 500  2013 : 150  2014 : -  2015 : -  
178920, SKC코오롱PI,2012 : 6000  2013 : 6600  2014 : -  2015 : 110  
002320, 한진,2012 : 400  2013 : 250  2014 : 400  2015 : 400  
003650, 미창석유,2012 : 2300  2013 : 1900  2014 : 1800  2015 : 2100  
000140, 하이트진로홀딩스,2012 : 350  2013 : 350  2014 : 450  2015 : 200  
024110, 기업은행,2012 : 400  2013 : 330  2014 : 430  2015 : 450  
111820, 처음앤씨,2012 : 210  2013 : 260  2014 : 200  2015 : -  
001210, 금호전기,2011 : 450  2012 : 100  2013 : 100  2014 : -  
046140, SBS콘텐츠허브,2012 : 150  2013 : 250  2014 : 250  2015 : 150  
002300, 한국제지,2012 : 450  2013 : 450  2014 : 350  2015 : 450  
005810, 풍산홀딩스,2012 : 1000  2013 : 1000  2014 : 1200  2015 : 1200  
161000, 애경유화,2012 : 500  2013 : 1500  2014 : 1900  2015 : 1900  
108670, LG하우시스,2012 : 1000  2013 : 1800  2014 : 1800  2015 : 1800  
015860, 일진홀딩스,2012 : 30  2013 : 50  2014 : 70  2015 : 70  
035250, 강원랜드,2012 : 755  2013 : 730  2014 : 850  2015 : 980  
014530, 극동유화,2012 : 700  2013 : 800  2014 : 700  2015 : 1000  
050860, 아세아텍,2013 : 50  2014 : 50  2015 : 50  2016 : 75  
039610, 화성,2013 : -  2014 : -  2015 : -  2016 : 400  
138250, 엔에스쇼핑,- : -  2011 : 500  2013 : 13980  2014 : 1000  
138490, 코오롱플라스틱,2012 : 50  2013 : -  2014 : 50  2015 : 75  
084010, 대한제강,2012 : 200  2013 : 100  2014 : 100  2015 : 250  
086670, 비엠티,2012 : 100  2013 : 100  2014 : 100  2015 : 100  
009180, 한솔로지스틱스,2012 : 20  2013 : 20  2014 : 20  2015 : 20  
002790, 아모레G,2012 : 2250  2013 : 2500  2014 : 3250  2015 : 390  
001460, BYC,2012 : 850  2013 : 750  2014 : 800  2015 : 850  
002550, KB손해보험,2013 : 550  2013 : 500  2014 : 500  2015 : 400  
004970, 신라교역,2012 : 250  2013 : 250  2014 : 300  2015 : 200  
024120, KB오토시스,2012 : 120  2013 : 125  2014 : 180  2015 : 200  
213500, 한솔제지,- : -  - : -  - : -  2015 : 500  
100700, 세운메디칼,2012 : 16  2013 : 20  2014 : 25  2015 : 25  
000370, 한화손해보험,2013 : -  2013 : -  2014 : -  2015 : 70  
046110, 한일네트웍스,2011 : -  2012 : -  2013 : -  2014 : -  
047440, 레이젠,2012 : -  2013 : -  2014 : -  2015 : -  
027830, 대성창투,2012 : 10  2013 : -  2014 : 30  2015 : 30  
067290, JW신약,2012 : 25  2013 : 25  2014 : 30  2015 : 50  
048770, TPC,2012 : 25  2013 : 25  2014 : 25  2015 : 25  
077970, STX엔진,2011 : 250  2012 : -  2013 : -  2014 : -  
104040, 대성파인텍,2012 : 110  2013 : 110  2014 : 110  2015 : 120  
015890, 태경산업,2012 : 150  2013 : 150  2014 : 150  2015 : 180  
121850, 코이즈,2012 : 150  2013 : -  2014 : -  2015 : -  
032190, 다우데이타,2012 : 50  2013 : 70  2014 : 110  2015 : 100  
001250, GS글로벌,2012 : 125  2013 : 125  2014 : 125  2015 : -  
003670, 포스코켐텍,2012 : 1500  2013 : 1500  2014 : 1750  2015 : 200  
114090, GKL,2012 : 1217  2013 : 1179  2014 : 1002  2015 : 831  
002100, 경농,2012 : 150  2013 : 200  2014 : 200  2015 : 240  
005850, 에스엘,2012 : 150  2013 : 150  2014 : 200  2015 : 260  
023000, 삼원강재,2012 : 110  2013 : 120  2014 : 120  2015 : 125  
067280, 멀티캠퍼스,2012 : 200  2013 : 200  2014 : 250  2015 : 250  
046120, 케이엔디티,2012 : 100  2013 : -  2014 : -  2015 : -  
096240, 청담러닝,2012 : 500  2013 : 500  2014 : 800  2015 : 800  
109740, 디에스케이,2012 : -  2013 : 50  2014 : 50  2015 : 100  
005830, 동부화재,2013 : 1250  2013 : 1000  2014 : 1450  2015 : 1550  
069460, 대호에이엘,2011 : -  2012 : -  2013 : -  2014 : -  
098660, 에스티오,2012 : 60  2013 : 30  2014 : 20  2015 : 50  
011280, 태림포장,2012 : 25  2013 : 25  2014 : 30  2015 : 8  
014790, 한라건설,2012 : 150  2013 : -  2014 : -  2015 : -  
085370, 루트로닉,2012 : -  2013 : -  2014 : 25  2015 : 50  
036560, 영풍정밀,2012 : 80  2013 : 80  2014 : 100  2015 : 180  
077500, 유니퀘스트,2012 : -  2013 : -  2014 : 750  2015 : 200  
039830, 오로라,2012 : 100  2013 : 100  2014 : 100  2015 : 100  
011040, 경동제약,2012 : 500  2013 : 600  2014 : 600  2015 : 600  
037400, 우리조명,2011 : 50  2012 : 30  2013 : 25  2014 : 25  
121600, 나노신소재,2012 : -  2013 : -  2014 : 150  2015 : 150  
033050, 제이엠아이,2011 : -  2012 : -  2013 : -  2014 : 20  
017810, 풀무원,2012 : 1020  2013 : 1020  2014 : 1020  2015 : 1020  
086450, 동국제약,2012 : 380  2013 : 280  2014 : 300  2015 : 300  
004990, 롯데제과,2012 : 4000  2013 : 4000  2014 : 5200  2015 : 11270  
000390, 삼화페인트,2012 : 250  2013 : 300  2014 : 400  2015 : 500  
000150, 두산,2012 : 3500  2013 : 3500  2014 : 4000  2015 : 4550  
214870, 에치디프로,2012 : -  2013 : -  2014 : -  2015 : 50  
113810, 디젠스,2012 : 75  2013 : -  2014 : -  2015 : 25  
038390, 레드캡투어,2012 : 550  2013 : 600  2014 : 600  2015 : 600  
093320, 케이아이엔엑스,2012 : -  2013 : 80  2014 : 80  2015 : 100  
092230, KPX홀딩스,2012 : 2550  2013 : 2050  2014 : 2100  2015 : 2100  
111870, 삼본정밀전자,2012 : 250  2013 : 250  2014 : 300  2015 : 500  
031510, 오스템,2012 : 60  2013 : 60  2014 : 40  2015 : 60  
039240, 경남스틸,2012 : 250  2013 : 250  2014 : 300  2015 : 300  
051360, 토비스,2012 : 50  2013 : 100  2014 : 160  2015 : 200  
052690, 한전기술,2012 : 1932  2013 : 406  2014 : 575  2015 : 200  
016360, 삼성증권,2013 : 650  2013 : 100  2014 : 650  2015 : 1000  
095500, 미래나노텍,2011 : 60  2012 : 110  2013 : -  2014 : -  
053300, 한국정보인증,2012 : -  2013 : 30  2014 : 30  2015 : 35  
004380, 삼익THK,2012 : 250  2013 : 300  2014 : 300  2015 : 300  
082660, 크루셜엠스,2012 : -  2013 : -  2014 : -  2015 : -  
225530, 보광산업,2012 : -  2013 : -  2014 : -  2015 : -  
008500, 일정실업,2012 : 1250  2013 : 1250  2014 : 1250  2015 : 1250  
044820, 코스맥스비티아이,2012 : 270  2013 : 330  2014 : 240  2015 : 130  
009830, 한화케미칼,2012 : 250  2013 : 150  2014 : 150  2015 : 150  
004140, 동방,2012 : 30  2013 : 10  2014 : 10  2015 : 10  
080000, 에스엔유,2012 : -  2013 : -  2014 : -  2015 : -  
072870, 메가스터디,2012 : 3000  2013 : 2000  2014 : 2200  2015 : 600  
016590, 신대양제지,2011 : 500  2012 : 500  2013 : 375  2014 : 375  
037070, 파세코,2012 : 100  2013 : 150  2014 : 150  2015 : 170  
039490, 키움증권,2013 : 450  2013 : 350  2014 : 450  2015 : 700  
021960, 케이비캐피탈,2012 : 590  2013 : 640  2014 : 450  2015 : 500  
092460, 한라IMS,2012 : -  2013 : -  2014 : 50  2015 : 100  
039010, 현대통신,2012 : -  2013 : -  2014 : 70  2015 : 100  
023900, 풍국주정,2012 : 125  2013 : 250  2014 : 250  2015 : 300  
108230, 톱텍,2012 : 5  2013 : 150  2014 : 100  2015 : 150  
032850, 비트컴퓨터,2011 : 60  2012 : -  2013 : -  2014 : -  
143240, 사람인에이치알,2012 : -  2013 : 100  2014 : 80  2015 : 90  
081580, 성우전자,2012 : 50  2013 : 70  2014 : 100  2015 : 120  
192400, 쿠쿠전자,2012 : 11300  2013 : 12000  2014 : 1500  2015 : 2100  
003280, 흥아해운,2012 : 7  2013 : 9  2014 : 9  2015 : 7  
080010, 이상네트웍스,2011 : 100  2012 : 30  2013 : 30  2014 : 40  
123840, 한일진공,2012 : -  2013 : 20  2014 : -  2015 : 100  
147830, 제룡산업,2012 : 50  2013 : 50  2014 : 50  2015 : 70  
063570, 한국전자금융,2012 : 40  2013 : 50  2014 : 55  2015 : 70  
008730, 율촌화학,2012 : 500  2013 : 500  2014 : 500  2015 : 500  
004370, 농심,2012 : 4000  2013 : 4000  2014 : 4000  2015 : 4000  
065510, 휴비츠,2012 : 150  2013 : 50  2014 : 100  2015 : 100  
004130, 대덕GDS,2012 : 300  2013 : 300  2014 : 300  2015 : 300  
016380, 동부제철,2012 : -  2013 : -  2014 : -  2015 : -  
036190, 금화피에스시,2012 : 600  2013 : 900  2014 : 900  2015 : 900  
052670, 제일바이오,2011 : -  2012 : 30  2013 : -  2014 : -  
122990, 와이솔,2012 : 25  2013 : 25  2014 : 125  2015 : 225  
141070, 맥스로텍,2012 : 60  2013 : -  2014 : 30  2015 : -  
096610, 알에프세미,2012 : 39  2013 : 55  2014 : 25  2015 : 41  
107590, 미원에스씨,2012 : -  2013 : -  2014 : 2500  2015 : 2500  
006580, 대양제지,2011 : 500  2012 : 500  2013 : 375  2014 : 250  
900090, 차이나하오란,2011 : 14  2012 : 10  2013 : -  2014 : -  
003070, 코오롱글로벌,2012 : -  2013 : -  2014 : -  2015 : -  
005490, POSCO,2012 : 8000  2013 : 8000  2014 : 8000  2015 : 8000  
189690, 포시에스,2013 : 35  2014 : 35  2015 : 125  2016 : 125  
187270, 신화콘텍,2012 : -  2013 : -  2014 : 50  2015 : -  
134780, 화진,2012 : 100  2013 : 150  2014 : 150  2015 : 175  
026150, 특수건설,2011 : 100  2012 : 50  2013 : -  2014 : -  
065500, 오리엔트정공,2012 : -  2013 : -  2014 : -  2015 : -  
005250, 녹십자홀딩스,2012 : 450  2013 : 250  2014 : 300  2015 : 300  
131030, 디에이치피코리아,2012 : -  2013 : -  2014 : 100  2015 : 100  
067920, 이글루시큐리티,2012 : 70  2013 : 50  2014 : 30  2015 : 30  
005010, 휴스틸,2012 : 1000  2013 : 700  2014 : 700  2015 : 400  
006340, 대원전선,2011 : -  2012 : -  2013 : -  2014 : -  
214420, 토니모리,2012 : 7500  2013 : 10000  2014 : 5000  2015 : 300  
180640, 한진칼,- : -  2013 : -  2014 : 75  2015 : 75  
071320, 지역난방공사,2012 : 3750  2013 : 2990  2014 : 2110  2015 : 3620  
014190, 후너스,2011 : 10  2012 : -  2013 : -  2014 : -  
032830, 삼성생명,2013 : 1500  2013 : 850  2014 : 1800  2015 : 1800  
033920, 무학,2012 : 53  2013 : 4  2014 : 4  2015 : 253  
121890, 에스디시스템,2012 : -  2013 : -  2014 : 100  2015 : 100  
031980, 피에스케이,2012 : -  2013 : 100  2014 : 200  2015 : 200  
018310, 삼목에스폼,2012 : 50  2013 : 50  2014 : 100  2015 : 100  
084870, 베이직하우스,2011 : -  2012 : -  2013 : 50  2014 : -  
010820, 퍼스텍,2011 : -  2012 : 30  2013 : 25  2014 : 25  
134790, 팀스,2011 : 200  2012 : 200  2013 : -  2014 : -  
028100, 동아지질,2012 : 175  2013 : 175  2014 : 175  2015 : 175  
004150, 한솔제지,2012 : 300  2013 : 300  2014 : -  2015 : -  
006570, 대림통상,2012 : 100  2013 : 150  2014 : 150  2015 : 150  
007660, 이수페타시스,2012 : 90  2013 : 100  2014 : 80  2015 : 90  
214430, 아이쓰리시스템,2012 : -  2013 : -  2014 : -  2015 : 400  
035080, 인터파크홀딩스,2012 : 30  2013 : 30  2014 : 30  2015 : 30  
015230, 대창단조,2012 : 1000  2013 : 1000  2014 : 2000  2015 : 1300  
038110, 에코플라스틱,2012 : 50  2013 : 50  2014 : 50  2015 : 50  
018500, 동원금속,2013 : 50  2014 : 50  2015 : 100  2016 : 100  
039440, 에스티아이,2012 : -  2013 : -  2014 : 70  2015 : 100  
017890, 한국알콜,2012 : -  2013 : -  2014 : 50  2015 : 50  
017650, 대림제지,2012 : 50  2013 : -  2014 : 50  2015 : -  
900070, 글로벌에스엠,2012 : 250  2013 : -  2014 : -  2015 : 750  
083550, 케이엠,2012 : 30  2013 : 50  2014 : 70  2015 : 100  
083310, 엘오티베큠,2012 : 10  2013 : 10  2014 : 15  2015 : 25  
067900, 와이엔텍,2012 : -  2013 : -  2014 : -  2015 : 10  
141000, 비아트론,2012 : -  2013 : -  2014 : -  2015 : 100  
138080, 오이솔루션,2012 : 100  2013 : 150  2014 : 200  2015 : 100  
042600, 새로닉스,2012 : -  2013 : -  2014 : 40  2015 : 40  
124500, 아이티센,2013 : 190  2014 : 16  2015 : 47  2015 : -  
123410, 코리아에프티,2012 : 150  2013 : 120  2014 : 130  2015 : 110  
004100, 태양금속,2012 : 150  2013 : 150  2014 : 150  2015 : 15  
007610, 선도전기,2012 : 10  2013 : 10  2014 : 10  2015 : 20  
008700, 아남전자,2011 : -  2012 : -  2013 : -  2014 : -  
003010, 혜인,2012 : 50  2013 : 50  2014 : 50  2015 : 30  
005430, 한국공항,2012 : 500  2013 : 500  2014 : 500  2015 : 500  
102710, 이엔에프테크놀로지,2012 : 50  2013 : 50  2014 : 50  2015 : 50  
003490, 대한항공,2011 : -  2012 : -  2013 : -  2014 : -  
040420, 정상제이엘에스,2012 : 420  2013 : 420  2014 : 420  2015 : 420  
155660, DSR,2012 : -  2013 : 30  2014 : 30  2015 : 50  
005670, 푸드웰,2012 : 150  2013 : 75  2014 : 75  2015 : 75  
097950, CJ제일제당,2012 : 1800  2013 : 1800  2014 : 2000  2015 : 2500  
090080, 평화산업,2012 : -  2013 : 50  2014 : -  2015 : 50  
037270, 휘닉스컴,2012 : -  2013 : -  2014 : -  2015 : -  
014130, 한익스프레스,2012 : -  2013 : -  2014 : 500  2015 : 700  
052400, 코나아이,2012 : 200  2013 : 200  2014 : 250  2015 : 325  
049480, 오픈베이스,2012 : 25  2013 : 25  2014 : 25  2015 : 25  
003000, 부광약품,2012 : 525  2013 : 525  2014 : 550  2015 : 750  
008930, 한미사이언스,2012 : -  2013 : -  2014 : -  2015 : 500  
041520, 이라이콤,2012 : 200  2013 : 200  2014 : 500  2015 : 700  
002390, 한독,2012 : 150  2013 : 200  2014 : 150  2015 : 100  
065710, 서호전기,2012 : 100  2013 : 100  2014 : 300  2015 : 500  
001060, JW중외제약,2012 : 125  2013 : 125  2014 : 125  2015 : 150  
003480, 한진중공업홀딩스,2011 : 250  2012 : 250  2013 : 250  2014 : 200  
002150, 도화엔지니어링,2012 : 150  2013 : 100  2014 : 100  2015 : 150  
003240, 태광산업,2012 : 1750  2013 : 1750  2014 : 1250  2015 : 1750  
131220, 대한과학,2012 : 126  2013 : -  2014 : 35  2015 : 25  
047040, 대우건설,2011 : -  2012 : -  2013 : -  2014 : -  
214450, 파마리서치프로덕트,2012 : -  2013 : -  2014 : -  2015 : 200  
016580, 환인제약,2012 : 250  2013 : 250  2014 : 250  2015 : 250  
017670, SK텔레콤,2012 : 9400  2013 : 9400  2014 : 9400  2015 : 10000  
900050, 중국원양자원,2012 : -  2013 : -  2014 : -  2015 : -  
039420, 케이엘넷,2012 : -  2013 : 25  2014 : -  2015 : 15  
081150, 티플랙스,2012 : 20  2013 : -  2014 : 20  2015 : 25  
110570, 넥솔론,2012 : -  2013 : -  2014 : -  2015 : -  
060250, NHN한국사이버결제,2012 : 75  2013 : 75  2014 : 35  2015 : 120  
004360, 세방,2012 : 175  2013 : 150  2014 : 150  2015 : 175  
065940, 케이에스씨비,2012 : -  2013 : -  2014 : -  2015 : -  
003030, 세아제강,2012 : 1500  2013 : 1500  2014 : 1500  2015 : 1750  
092040, 아미코젠,2012 : -  2013 : -  2014 : 120  2015 : 100  
096640, 멜파스,2012 : 100  2013 : -  2014 : -  2015 : -  
054800, 아이디스홀딩스,2012 : 50  2013 : 50  2014 : 100  2015 : 150  
073540, 에프알텍,2011 : -  2012 : 125  2013 : 100  2014 : -  
030610, 교보증권,2013 : 50  2013 : -  2014 : 100  2015 : 150  
047050, 포스코대우,2012 : 300  2013 : 300  2014 : 500  2015 : 500  
900040, 차이나그레이트,2011 : 72  2012 : -  2013 : -  2014 : -  
052860, 아이앤씨,2011 : 200  2012 : -  2013 : -  2014 : -  
001080, 만호제강,2013 : 150  2014 : 150  2015 : 150  2016 : 150  
192820, 코스맥스,- : -  - : -  2014 : 500  2015 : 700  
120110, 코오롱인더,2012 : 900  2013 : 600  2014 : 500  2015 : 500  
084670, 동양고속,2012 : 1250  2013 : 1000  2014 : 1250  2015 : 1750  
121440, 골프존유원홀딩스,2012 : 1200  2013 : 400  2014 : 500  2015 : 580  
123860, 아나패스,2012 : 300  2013 : 200  2014 : 350  2015 : 200  
060480, 국일신동,2012 : -  2013 : -  2014 : 25  2015 : 50  
102940, 코오롱생명과학,2012 : 750  2013 : 120  2014 : 200  2015 : 100  
002170, 삼양통상,2012 : 750  2013 : 750  2014 : 750  2015 : 825  
005680, 삼영전자,2012 : 200  2013 : 200  2014 : 200  2015 : 200  
004590, 한국가구,2012 : 650  2013 : 200  2014 : 750  2015 : 850  
007860, 서연,2012 : 150  2013 : 150  2014 : 150  2015 : 150  
005440, 현대그린푸드,2012 : 50  2013 : 50  2014 : 60  2015 : 60  
001940, KISCO홀딩스,2012 : 900  2013 : 900  2014 : 900  2015 : 900  
000850, 화천기공,2012 : 1000  2013 : 1500  2014 : 1500  2015 : 1500  
065130, 탑엔지니어링,2011 : -  2012 : -  2013 : -  2014 : -  
100220, 비상교육,2012 : 110  2013 : 130  2014 : 130  2015 : 200  
033530, 세종공업,2012 : 130  2013 : 200  2014 : 150  2015 : 250  
057500, SKC 솔믹스,2012 : -  2013 : -  2014 : -  2015 : -  
033780, KT&G,2012 : 3200  2013 : 3200  2014 : 3400  2015 : 3400  
075180, 새론오토모티브,2012 : 180  2013 : 200  2014 : 200  2015 : 200  
030270, 가희,2012 : -  2013 : -  2014 : -  2015 : -  
036800, 나이스정보통신,2012 : 200  2013 : 230  2014 : 240  2015 : 300  
126600, 코프라,2012 : 80  2013 : 100  2014 : 150  2015 : 150  
114630, 우노앤컴퍼니,2012 : 75  2013 : 50  2014 : 100  2015 : 100  
011500, 한농화성,2012 : 90  2013 : 80  2014 : 90  2015 : 100  
069960, 현대백화점,2012 : 650  2013 : 650  2014 : 700  2015 : 700  
045510, 정원엔시스,2011 : -  2012 : -  2013 : -  2014 : -  
080520, 오디텍,2012 : 100  2013 : 100  2014 : 100  2015 : 100  
024830, 세원물산,2012 : 75  2013 : 75  2014 : 75  2015 : 75  
021320, KCC건설,2011 : 1000  2012 : 500  2013 : -  2014 : 250  
089590, 제주항공,2012 : -  2013 : -  2014 : -  2015 : 400  
123330, 제닉,2012 : 54  2013 : 47  2014 : 26  2015 : 24  
123570, 이엠넷,2012 : 90  2013 : 50  2014 : 40  2015 : 50  
055550, 신한지주,2012 : 700  2013 : 650  2014 : 950  2015 : 1200  
033540, 파라텍,2012 : 10  2013 : 40  2014 : 50  2015 : 54  
149980, 하이로닉,2012 : 25  2013 : 25  2014 : -  2015 : 70  
006390, 현대시멘트,2012 : -  2013 : -  2014 : -  2015 : -  
010640, 진양폴리,2011 : 150  2012 : 175  2013 : 125  2014 : 125  
035720, 카카오,2012 : 1110  2013 : 1133  2014 : 173  2015 : 167  
079550, LIG넥스원,2012 : -  2013 : 670  2014 : 630  2015 : 940  
036810, 에프에스티,2012 : -  2013 : -  2014 : 80  2015 : 80  
045520, 크린앤사이언스,2011 : -  2012 : -  2013 : -  2014 : -  
080530, 코디에스,2012 : -  2013 : -  2014 : -  2015 : -  
170790, 파이오링크,2012 : -  2013 : 80  2014 : 60  2015 : -  
001720, 신영증권,2013 : 2000  2014 : 2000  2015 : 2000  2016 : 2200  
002810, 삼영무역,2012 : 125  2013 : 125  2014 : 200  2015 : 275  
019010, 그랜드백화점,2012 : -  2013 : -  2014 : 300  2015 : 300  
063170, 서울옥션,2012 : 50  2013 : 60  2014 : 80  2015 : 100  
067770, 세진티에스,2011 : 50  2012 : -  2013 : -  2014 : -  
065350, 신성델타테크,2012 : 50  2013 : 50  2014 : 50  2015 : 60  
090350, 노루페인트,2012 : 200  2013 : 200  2014 : 200  2015 : 200  
064260, 다날,2012 : -  2013 : -  2014 : -  2015 : -  
024800, 유성티엔에스,2012 : 10  2013 : 10  2014 : 10  2015 : 10  
054210, 이랜텍,2012 : 50  2013 : 75  2014 : 50  2015 : 75  
054450, 텔레칩스,2012 : 50  2013 : -  2014 : 70  2015 : 80  
030000, 제일기획,2012 : -  2013 : -  2014 : -  2015 : 300  
009450, 경동나비엔,2012 : 100  2013 : 100  2014 : 100  2015 : 100  
011760, 현대상사,2012 : 500  2013 : 500  2014 : 500  2015 : 750  
013700, 까뮤이앤씨,2012 : -  2013 : -  2014 : 150  2015 : 150  
012610, 경인양행,2012 : 50  2013 : 50  2014 : 50  2015 : 50  
005090, 삼광글라스,2012 : 750  2013 : 750  2014 : 750  2015 : 750  
000860, 강남제비스코,2012 : 450  2013 : 450  2014 : 500  2015 : 500  
023960, 에쓰씨엔지니어링,2011 : 100  2012 : 50  2013 : 50  2014 : -  
066670, 디스플레이텍,2012 : 50  2013 : 100  2014 : 150  2015 : 100  
063160, 종근당바이오,2012 : 350  2013 : 100  2014 : 100  2015 : 350  
053350, 이니텍,2011 : -  2012 : -  2013 : 50  2014 : -  
071840, 롯데하이마트,2012 : 250  2013 : 250  2014 : 330  2015 : 430  
094940, 푸른기술,2012 : 150  2013 : 150  2014 : -  2015 : -  
009440, KC그린홀딩스,2012 : 70  2013 : 100  2014 : 50  2015 : 80  
010660, 화천기계,2012 : 1000  2013 : 1000  2014 : 900  2015 : 350  
010420, 한솔PNS,2012 : 15  2013 : 15  2014 : 15  2015 : 15  
009680, 모토닉,2012 : 250  2013 : 250  2014 : 250  2015 : 280  
052270, 우전앤한단,2011 : 200  2012 : 150  2013 : 100  2014 : -  
078000, 텔코웨어,2012 : 400  2013 : 650  2014 : 600  2015 : 660  
012600, 청호컴넷,2012 : -  2013 : -  2014 : -  2015 : -  
064240, 홈캐스트,2012 : 50  2013 : -  2014 : -  2015 : -  
009200, 무림페이퍼,2011 : 200  2012 : -  2013 : 25  2014 : -  
008110, 대동전자,2012 : 100  2013 : 50  2014 : -  2015 : 350  
094970, 제이엠티,2011 : -  2012 : -  2013 : 50  2014 : 50  
017250, 인터엠,2012 : 100  2013 : 100  2014 : 120  2015 : 120  
000810, 삼성화재,2013 : 3750  2013 : 2750  2014 : 4500  2015 : 5150  
064480, 브리지텍,2012 : 180  2013 : 150  2014 : 120  2015 : 160  
089140, 넥스턴,2012 : 100  2013 : 100  2014 : 100  2015 : 60  
065570, 삼영이엔씨,2012 : 210  2013 : 210  2014 : 210  2015 : -  
137940, 넥스트아이,2012 : 50  2013 : 75  2014 : 50  2015 : 50  
090370, 아비스타,2012 : 30  2013 : -  2014 : -  2015 : -  
215360, 우리산업,- : -  - : -  - : -  2015 : 50  
031310, 아이즈비전,2012 : -  2013 : 50  2014 : 50  2015 : 55  
032640, LG유플러스,2012 : -  2013 : 150  2014 : 150  2015 : 250  
088290, 이원컴포텍,2011 : 20  2012 : 15  2013 : -  2014 : -  
